Age,Gender,Location,GameGenre,PlayTimeHours,InGamePurchases,GameDifficulty,SessionsPerWeek,AvgSessionDurationMinutes,PlayerLevel,AchievementsUnlocked,EngagementLevel
44,1,2,1,1.5921488677836848,0,1,0,70,31,13,1
27,1,1,2,16.445958981994355,0,0,7,11,67,49,1
25,1,0,4,1.1470007664810868,0,1,19,95,37,4,0
40,0,3,0,2.8060594446367464,0,2,8,144,37,46,2
15,0,0,1,15.978158856725056,0,0,19,130,63,40,0
49,0,3,3,15.406767999252672,0,0,6,119,80,30,2
19,1,1,4,4.884481866439316,0,2,11,153,79,14,0
37,1,3,3,16.45456370478974,1,0,12,92,88,25,2
18,0,0,0,8.846574067295833,0,0,6,149,79,10,2
31,1,3,0,12.465270817024782,1,2,14,171,93,41,0
46,1,1,2,5.098309748981174,0,0,11,87,61,43,2
35,0,1,2,11.09342610717287,1,0,17,179,98,43,0
19,1,0,0,15.29218115367971,1,1,15,171,63,5,0
38,0,1,1,18.69258153555192,0,2,7,35,99,44,2
15,1,1,4,7.82468741871993,1,0,4,44,8,38,1
15,1,1,4,21.173842607578223,0,0,18,127,1,10,0
24,1,2,4,10.033741078930714,0,2,15,162,52,13,0
21,0,3,3,23.28597152340151,0,1,5,40,78,12,1
15,0,3,1,0.3609613314542947,0,2,1,164,41,9,1
30,1,3,2,2.569431669512653,0,0,10,61,4,48,2
33,1,3,0,6.815824213390612,0,2,7,64,73,29,2
33,0,0,1,22.25434530197499,1,0,18,132,85,16,0
37,1,3,1,7.505423116531639,0,0,3,106,60,20,2
33,0,2,0,4.866679074671787,0,2,17,111,80,0,0
23,1,3,3,18.055020833306667,1,0,1,72,66,18,1
16,1,3,4,22.427156816773103,1,0,0,158,59,8,2
26,0,3,1,2.8264856123892823,0,2,17,63,44,35,2
49,0,3,3,20.576534092726305,0,2,6,42,81,44,2
40,1,2,3,5.762576096146829,1,0,3,62,89,41,2
44,1,3,2,3.38434921707647,0,0,18,22,79,5,2
34,1,3,1,6.862624168994251,0,2,6,173,76,10,2
18,1,3,0,10.339362274253268,0,0,14,143,20,34,0
17,1,3,1,6.1528550375077184,0,0,14,41,57,30,2
27,1,3,0,17.291724015700183,0,0,5,78,13,18,2
25,1,1,2,2.2419222099057547,1,0,5,33,84,2,1
45,1,3,4,22.3307037458775,0,0,13,133,10,2,0
41,1,2,4,17.745174146904862,1,0,16,151,66,18,0
18,1,0,0,3.38366980388005,0,0,9,52,95,19,2
47,1,0,1,1.185537371546585,1,2,14,128,76,21,0
35,0,3,1,3.360460711540318,0,0,15,62,5,0,2
40,1,1,2,1.434306602890124,0,2,4,42,57,14,1
47,1,2,1,10.548746812929238,0,0,13,38,93,18,2
29,0,1,2,4.130454186559736,0,0,15,102,69,0,0
25,0,1,0,20.832422297163717,1,2,6,37,49,22,1
26,1,1,4,7.317959560100783,0,0,17,107,68,7,0
20,1,3,4,0.4841699414447777,1,1,17,137,38,44,0
16,1,1,4,16.119613263549837,1,2,2,108,87,28,2
26,1,3,4,19.24617913403321,0,0,9,131,59,5,2
18,1,3,1,7.031204721514135,0,0,12,30,20,10,2
27,1,3,2,2.047417620099899,0,2,5,68,55,12,2
15,0,3,2,16.817217888623368,1,2,6,26,2,17,1
25,1,3,4,18.45069617419406,0,2,18,78,30,15,2
23,0,2,3,21.27415137197927,0,2,18,35,75,31,2
38,0,1,1,19.992001159593244,0,0,12,106,65,21,2
16,0,1,1,13.683220989277228,0,0,7,70,36,23,2
43,0,2,3,15.929958070837811,0,1,19,87,69,0,0
33,1,3,0,13.92287543118718,0,0,19,150,19,26,0
48,0,1,4,22.99407655797605,0,0,2,52,57,12,1
41,0,1,1,11.97961695236592,1,1,15,140,35,18,0
44,1,0,4,5.468416316421094,0,0,19,21,84,48,0
16,1,1,3,9.618404228633882,1,2,13,70,68,17,2
37,1,3,2,22.33918924291286,0,1,19,132,36,21,0
26,1,1,0,12.990457557842811,0,2,10,71,7,20,2
24,1,3,2,15.087366457847176,0,0,16,83,17,37,2
24,1,1,1,14.484474852920638,0,2,18,16,59,22,2
36,0,2,3,17.632374573948994,0,0,6,114,12,17,2
39,1,1,4,7.464988853794708,0,1,13,34,35,1,2
46,1,2,1,11.234255313953351,0,0,18,83,42,13,1
43,1,0,0,15.152393530975026,0,0,10,47,15,33,2
19,0,3,2,2.070215171305452,0,0,11,95,58,27,2
23,0,0,2,11.441003453148214,0,0,9,146,27,31,2
43,1,3,1,0.2362994350567451,0,2,8,175,38,42,0
16,1,3,3,0.7105320344275796,0,2,15,97,88,33,0
44,1,1,4,9.421275112466502,0,0,16,23,53,40,2
32,1,1,3,14.313048489854854,0,2,5,103,95,21,2
49,1,3,2,21.14133242980047,0,2,1,178,72,38,1
46,1,2,3,23.14786361594194,0,2,2,26,61,19,1
23,0,3,2,11.155803045919228,0,2,0,117,85,26,1
17,0,1,0,3.8512744443141074,1,1,14,164,93,29,0
34,0,0,2,10.798310598315908,0,0,19,53,8,9,2
33,1,1,0,0.7796620021683349,1,0,1,39,23,48,1
31,0,1,1,1.4482341803903092,0,1,1,138,5,19,1
29,1,1,0,13.3367070756456,0,0,10,98,89,24,2
26,0,3,4,12.094552801124138,0,0,4,173,49,11,2
29,0,2,4,4.5686733971258136,0,2,11,25,84,18,2
37,0,3,2,19.806164399681727,0,1,17,140,11,33,0
24,1,2,3,4.88350996476237,1,2,5,74,96,7,2
26,1,2,3,12.244982066414934,0,2,19,131,10,45,1
45,0,1,3,6.233900547734248,0,1,8,99,52,38,2
47,0,3,2,3.654450128124529,0,0,5,137,82,20,2
22,0,2,1,5.580981582204079,0,0,1,63,35,15,1
24,1,3,0,10.171137023980602,0,0,17,92,96,33,0
40,1,3,4,22.46740008033796,0,2,9,50,10,15,2
25,0,3,3,6.524872390819963,1,0,10,103,98,43,2
36,1,1,0,1.2754608530091245,0,0,4,136,63,32,2
25,1,0,2,9.684361740468034,0,1,13,57,34,29,2
19,1,3,4,10.956925181871622,0,0,11,126,41,22,0
15,1,0,3,3.030081951003329,1,0,7,147,22,12,2
41,1,1,3,9.519647171446078,1,0,14,153,6,27,0
32,1,3,3,22.495997762977773,0,2,11,142,44,27,0
41,1,0,3,9.623487046018496,0,1,17,151,17,7,0
28,1,0,2,11.103379704748177,0,2,3,39,28,43,1
33,0,1,0,4.192340720738391,0,2,1,147,38,22,1
35,0,2,1,16.271484875261915,0,2,14,18,9,49,1
23,1,1,1,13.234541864839612,1,0,0,54,26,43,1
49,0,3,2,13.936787014887209,0,1,0,109,76,37,1
16,1,3,4,0.5397982489467781,0,0,10,50,10,30,2
20,0,3,1,18.645534578178577,1,0,8,73,87,46,2
40,0,2,4,20.49812106406409,0,2,18,33,62,26,2
30,1,2,3,4.822347683490533,0,1,4,163,67,13,2
42,1,3,2,2.726660346917364,0,2,1,148,70,9,1
45,0,3,1,1.0764591246338728,0,0,7,57,16,21,2
31,1,3,3,2.065040556907414,0,0,0,53,23,8,1
41,0,0,1,7.94574278360419,0,1,5,57,21,37,1
45,1,0,0,4.22740079168436,0,1,5,74,21,7,2
45,1,3,4,13.104312900730388,0,0,8,94,33,9,2
33,0,1,2,23.80693151822948,1,0,5,145,84,22,2
28,1,3,0,19.97490345034771,0,0,10,154,23,37,0
43,1,0,0,23.10115376224114,0,1,10,110,98,32,2
43,1,1,0,11.75061025875742,0,0,4,165,90,22,2
46,1,3,2,0.5607479175720851,0,1,10,99,41,10,2
34,0,3,3,22.91762971122764,0,1,15,61,58,12,2
31,0,1,0,5.652610140789975,0,0,14,161,34,48,0
25,0,3,2,7.256965681058926,0,2,7,153,44,6,2
29,0,3,2,11.70457127142351,1,0,16,169,89,44,0
41,1,1,2,9.03210295889266,0,0,11,65,76,9,2
18,1,2,3,5.488723773855279,0,1,1,152,14,1,1
43,0,1,1,17.446588859826708,0,1,15,63,53,44,2
23,1,0,1,5.859517259361784,0,0,7,94,25,43,0
24,0,3,0,19.5961626381992,0,0,4,56,70,29,2
29,1,1,1,12.063557284634433,1,0,5,132,50,23,2
27,1,2,2,7.733396192629242,0,1,17,72,45,48,2
36,0,0,2,11.205527020723524,0,2,13,167,39,15,0
28,0,3,4,20.39907374716297,0,0,7,34,94,4,1
18,1,3,2,19.120230460533552,0,0,1,50,48,30,1
17,1,0,0,23.00890452975683,0,0,3,127,14,14,2
46,1,3,1,1.871662680439848,0,1,8,137,92,47,2
20,0,3,4,21.959933213481182,0,2,19,24,74,38,2
16,1,3,4,15.747175887506769,1,1,18,75,44,17,2
24,0,0,1,15.74892867677108,0,0,10,167,63,14,0
44,0,3,2,20.02760659560938,0,1,2,23,36,43,2
43,1,1,1,13.701802172936551,0,0,17,72,64,12,2
40,0,3,0,23.18097528145037,1,2,11,36,10,31,2
30,0,0,0,11.308788875319925,0,0,6,95,2,42,2
16,1,1,1,4.030695268487568,0,2,6,51,47,44,2
43,1,3,4,12.978562137439576,0,2,5,94,86,12,2
34,1,3,3,0.6901183284725656,0,1,9,97,41,28,2
48,1,1,0,23.227722496147614,1,0,16,155,75,25,0
46,0,2,0,8.133568022337753,0,2,16,125,39,25,0
26,1,1,4,11.61870383242112,0,1,11,40,63,20,2
40,0,0,4,1.3133513022590568,0,0,8,133,73,42,2
47,1,1,3,16.395529245990353,1,1,19,101,46,26,0
36,0,3,2,9.671577602817282,1,1,4,60,10,9,1
34,0,3,3,0.0379516898223695,1,1,13,144,37,40,0
40,0,0,0,23.037606920681224,1,0,10,114,72,15,2
36,1,1,2,21.60240096215569,0,1,9,97,51,42,2
23,0,3,2,18.85248199474844,0,1,19,25,65,8,2
34,1,3,1,7.187365848376064,0,0,6,154,4,26,2
18,0,3,4,9.188686931145869,0,0,1,70,71,46,1
16,1,0,1,23.467253101557645,0,1,15,138,83,42,0
34,0,3,1,18.418414484077537,0,0,3,20,63,40,1
15,1,2,0,18.354325949904293,0,0,10,96,36,44,0
16,1,2,4,4.757928625518209,0,2,0,76,98,19,1
31,0,1,4,20.96931550878576,1,0,11,105,47,47,2
38,1,1,3,0.3289950203716874,0,0,9,177,58,31,0
16,1,3,2,16.026458426060774,0,2,10,115,98,31,2
22,1,1,2,2.6663591130271813,0,0,9,95,7,46,2
46,0,0,3,18.50056149351387,1,2,4,14,23,16,1
42,0,0,1,9.440774135736037,1,2,1,56,82,13,1
39,0,3,4,9.417591725489974,0,2,2,138,1,37,1
43,1,0,4,9.036937191013484,0,0,13,23,59,22,2
46,1,2,3,7.851491993224435,0,2,15,163,22,38,0
16,0,3,2,7.582536180695173,0,2,14,173,12,43,0
46,1,3,4,21.275720488266742,0,0,2,23,64,19,1
35,1,1,2,6.92090587815042,0,2,4,121,6,41,2
25,1,1,2,11.397082747970517,0,0,13,46,83,2,2
38,0,1,3,9.171293859258558,0,0,4,132,86,36,2
23,1,3,4,21.305615723987422,1,2,5,114,79,12,2
28,0,0,4,13.26833593232336,0,0,16,37,48,15,2
15,1,3,3,13.899270542670266,1,0,8,63,3,1,2
29,1,1,1,2.705365405146729,0,0,8,128,60,35,2
24,1,3,4,16.929338166178084,0,1,11,11,24,32,1
41,0,1,3,14.827783097974828,0,2,12,86,38,37,2
24,1,3,2,17.93194244661555,1,2,11,168,91,30,0
19,1,0,3,2.553463489140161,1,2,6,12,85,20,1
39,0,3,1,18.141693013272977,1,2,7,161,40,28,1
16,1,1,4,22.139693260530304,0,2,0,160,41,8,1
40,1,0,2,4.952497127582202,0,0,10,18,36,40,1
19,1,1,1,20.683879956088173,0,0,4,100,57,3,2
48,0,1,0,10.298075027935113,0,1,14,136,29,13,0
31,1,2,3,17.8348389393659,1,2,19,12,73,22,1
42,1,2,4,0.3000803991548286,0,0,8,150,56,15,2
42,0,1,1,0.2457959658558435,0,1,1,156,42,17,1
21,1,1,3,5.39376396991892,0,0,14,88,54,14,2
32,1,0,4,4.528522185510056,0,2,13,87,45,11,2
44,0,1,0,10.781584516734224,0,0,18,170,5,36,0
25,1,1,2,15.298474687747538,0,0,12,24,64,15,2
24,1,0,1,15.736890889341508,0,0,17,14,1,21,1
43,0,3,0,3.8085614952635822,1,2,14,123,49,13,0
20,1,2,0,16.613505181433517,1,0,1,158,63,30,1
35,1,0,2,3.503583669253626,0,2,0,105,97,20,1
39,1,1,3,12.82017755939917,0,1,3,18,34,22,1
30,0,1,0,5.406851005619226,0,2,10,130,76,25,2
24,1,0,4,17.543230239164682,0,2,7,46,34,8,1
34,0,3,3,17.60527832317576,0,0,14,13,46,32,0
42,0,3,3,21.399649913458397,0,2,3,28,83,19,1
24,0,1,0,1.9951660847924844,0,0,14,39,29,6,2
34,1,1,1,17.93844861345633,0,2,5,13,48,22,1
46,0,3,3,3.574301831582904,1,1,7,94,21,33,2
29,1,0,4,15.307212317249746,0,0,16,172,76,47,0
42,1,1,2,14.433020368711166,0,0,5,103,82,2,2
41,0,2,4,17.49198601554892,0,2,15,163,35,39,0
20,1,1,2,13.238079506441874,0,1,11,144,80,4,0
17,1,1,3,4.054718758830351,0,0,12,129,30,3,0
20,1,3,2,15.47421141568536,0,2,15,103,49,4,0
26,1,2,0,12.145093957934986,0,2,0,133,74,45,1
31,1,3,4,20.95850916963544,1,0,5,103,51,1,2
32,1,3,1,20.332568695919043,0,0,5,128,87,31,2
24,1,1,3,19.83229841607028,1,2,15,110,1,40,0
35,1,3,0,13.501519034647322,0,2,15,77,2,3,2
30,0,3,3,1.909132994498528,1,0,0,112,84,28,1
20,1,1,4,3.1851764957327244,0,2,3,84,63,25,2
32,1,3,1,12.54908151014587,0,0,10,113,5,45,2
37,0,1,2,3.650090046212588,0,0,17,12,22,2,1
19,1,2,3,20.537898776488944,0,1,18,163,42,18,0
21,1,0,3,16.04269252094825,0,0,17,45,30,46,2
41,1,1,0,0.6075960663673188,1,0,18,71,65,32,2
28,1,0,0,9.677701587899554,1,0,7,116,6,28,2
20,1,1,3,5.893520493174102,0,2,10,149,72,1,0
44,0,0,2,14.868382580083969,0,1,17,145,49,29,0
18,0,1,1,15.346529406475174,0,2,5,54,75,6,0
31,1,2,1,6.31299058088311,0,0,9,72,55,36,2
43,1,1,0,15.888040185253017,0,0,2,27,19,26,1
30,0,0,1,1.0554777478126036,0,2,4,30,1,46,1
18,1,1,3,16.894655113121807,0,0,5,61,73,31,2
24,0,0,4,12.779642449280985,0,2,5,174,81,22,2
43,1,3,3,2.821013773144593,0,1,18,82,53,39,0
49,1,3,4,11.778992174365388,0,0,12,165,57,3,0
48,0,3,1,17.120388900282485,0,1,13,50,50,46,2
17,1,3,0,16.36651003098425,0,2,0,88,42,2,1
22,1,3,3,11.85327362875356,0,0,2,116,31,7,1
37,1,1,1,18.127892210177336,0,0,3,91,28,35,1
46,1,3,4,3.704431006931388,0,1,8,41,26,36,2
43,1,3,2,10.393338488772624,0,0,0,73,34,49,1
45,0,3,3,17.441535047345184,0,2,18,170,4,12,0
25,1,1,0,17.35602747786582,0,2,10,130,84,36,0
39,1,3,0,6.445287299771243,0,2,0,126,51,19,1
36,1,1,3,18.542692660941075,0,0,2,138,33,42,2
34,1,0,1,15.897436461130042,0,0,0,140,16,23,1
41,1,3,1,14.59386021751616,0,1,1,178,24,32,1
48,0,3,0,21.29678188386437,0,0,18,133,87,4,0
48,1,1,2,6.464286840739312,0,0,14,60,26,21,2
27,1,1,2,11.281201755323362,1,1,3,171,84,19,2
29,1,2,1,6.05230377523252,0,2,12,33,26,3,2
16,1,3,1,23.03744805859245,0,1,8,84,46,38,2
32,0,3,3,10.450645862287669,0,0,17,69,16,17,2
43,1,3,0,21.546376881388845,0,0,12,162,58,39,0
45,0,3,0,13.006767658712686,0,0,14,27,26,1,2
43,1,2,4,11.560743336503862,0,2,1,59,26,32,1
21,1,1,4,17.505029091087742,0,2,17,46,27,10,2
25,1,1,3,16.87346944941575,0,0,0,161,6,15,1
20,0,3,4,15.746275705304216,0,2,17,110,77,3,0
21,1,2,1,22.864269866755265,0,0,15,170,2,10,0
39,1,3,1,17.058478928662858,0,0,10,30,47,6,1
17,0,1,1,13.774101772985771,0,0,13,32,63,23,2
19,0,0,4,19.444004393527734,1,1,7,130,95,34,2
22,1,3,3,18.859591175942843,0,0,0,81,3,31,1
38,1,3,3,8.08960831207726,0,2,6,44,64,40,2
39,0,3,0,14.724900518028058,0,0,14,67,73,30,2
44,1,3,1,16.97318865893251,1,0,4,121,75,5,2
19,0,1,1,13.477408521365092,0,1,11,57,60,33,2
39,1,3,2,16.261325276313137,0,1,0,12,4,1,1
42,1,2,3,13.754449418119624,1,0,4,174,12,0,2
43,1,0,2,3.681330507276044,0,0,10,133,39,0,2
19,1,1,0,2.84906325799712,0,2,4,110,31,23,2
36,0,3,0,10.738976579294588,0,1,2,65,24,11,1
43,1,1,3,2.439977680341719,0,0,15,156,13,45,0
16,1,1,0,11.4945950005791,0,2,15,24,8,36,2
22,0,3,0,18.09646424218328,0,1,15,112,8,45,0
28,0,2,1,7.876832081366285,0,1,12,54,76,30,2
30,1,1,3,22.604905727207967,0,2,0,57,4,27,1
37,0,1,1,13.004405099217484,1,0,9,115,41,40,2
45,1,2,0,0.9335220857452464,1,0,19,101,89,49,0
27,1,1,2,7.844447642427786,0,2,0,107,41,27,1
36,0,3,3,4.2416679022567605,0,1,17,81,82,7,2
28,1,1,0,8.808135300134055,1,0,6,114,47,18,2
39,1,3,0,19.852708529988792,0,0,19,95,35,21,0
42,1,3,1,2.261818314992099,0,2,10,140,84,3,2
44,1,3,0,22.609688227660747,0,1,2,53,39,23,1
48,1,1,4,1.022514869547484,1,2,4,30,97,42,2
37,0,2,1,2.9999147102165056,0,1,11,134,35,7,0
46,0,3,0,11.830705918978596,0,2,13,20,76,7,1
41,0,0,1,22.045608875931418,0,1,17,77,78,12,2
24,0,1,4,12.150539112201766,0,0,4,115,65,14,2
18,0,0,2,20.813623907054076,0,0,18,46,91,29,2
30,1,0,2,6.1666982364919,1,0,9,158,57,48,0
47,1,0,3,21.67051348841464,0,2,5,74,91,49,2
27,0,0,0,23.221451389501777,1,2,0,39,94,36,1
16,1,1,4,1.3969687670500477,1,2,12,96,10,13,2
31,1,3,3,6.880852333789336,1,0,3,114,69,44,2
29,1,3,2,16.64318139701,0,2,4,68,47,4,1
23,1,0,3,22.319018020954797,1,2,11,150,35,25,0
17,0,3,1,6.929921410856888,0,0,8,40,35,25,2
35,0,0,1,16.696591791386098,0,0,14,35,86,15,2
28,1,1,3,13.21403851676322,0,1,8,110,74,44,2
39,1,1,4,15.623048487974202,1,0,15,122,83,49,0
45,1,0,4,10.27941764452379,0,2,9,122,95,20,2
22,0,2,1,14.731120598550056,0,1,8,31,31,15,1
22,0,3,2,4.593698833889542,0,0,15,166,72,21,0
29,1,1,1,3.819809875275967,0,0,7,114,47,49,2
23,1,1,1,19.2180436422128,0,0,4,125,22,4,2
40,1,1,1,15.935552638382754,0,2,1,149,28,11,1
23,1,3,3,4.910971811136041,0,2,3,28,20,38,2
28,1,3,3,11.326689315807007,1,2,4,12,87,30,1
31,1,3,0,23.339457384827472,0,1,1,22,78,42,1
37,0,1,3,19.35427340656817,0,2,10,127,83,6,0
34,1,3,4,4.502630143036505,0,2,5,148,36,20,2
24,1,3,2,8.886198604855707,0,0,12,68,52,29,0
16,1,1,1,9.091165331082712,1,2,3,134,78,39,2
39,1,3,1,14.283886809615757,0,2,13,71,97,24,2
37,1,3,3,9.072380162142082,0,0,4,57,80,38,2
37,0,1,0,6.447278415662138,0,0,6,163,46,0,2
43,1,1,1,4.862954525715573,0,1,10,55,35,3,2
28,1,3,4,7.940270735677633,0,2,16,93,59,47,0
38,0,3,3,9.006831057539939,0,0,11,132,54,15,0
39,0,3,3,18.137579178198443,1,2,2,25,8,14,0
31,0,3,4,15.815586858205172,0,2,4,117,24,35,2
24,1,1,0,21.8890269910235,0,0,13,83,74,31,2
22,0,3,1,19.993715068679045,0,2,5,133,8,44,2
45,1,2,1,7.212438081031077,0,0,14,28,7,8,2
39,1,3,4,20.323075356989285,0,0,4,11,22,14,1
32,1,3,2,11.733276050760333,0,0,10,74,3,25,2
49,0,3,2,16.683405745419126,0,1,19,145,96,44,0
20,1,2,1,0.1222516880302597,0,2,8,60,59,20,2
26,1,3,2,18.320033798117123,0,0,3,161,47,28,2
19,1,1,0,16.376759463524316,0,0,11,157,34,28,0
42,1,1,3,2.503208607061828,0,0,14,158,75,11,0
36,1,2,4,16.801300307169793,0,2,3,135,89,5,2
38,1,0,3,5.543455692819461,0,2,17,72,42,5,2
36,1,3,2,17.907901136902158,0,2,9,159,88,5,0
15,0,3,0,5.102595702360072,0,0,3,177,82,6,2
26,1,3,1,12.849265035200386,1,2,6,153,54,49,2
49,1,1,4,13.157955999719128,1,1,3,123,44,2,2
20,0,0,4,4.406728515270672,0,1,13,115,52,35,0
47,1,2,1,12.632117469970996,0,1,5,22,21,44,1
17,0,2,1,18.33209223090073,0,0,18,73,17,36,2
15,0,1,2,7.54312335116344,0,2,13,34,52,35,2
16,0,3,1,9.214184545565848,0,0,7,163,43,48,2
44,1,0,0,16.69436925830523,0,0,19,11,76,5,1
19,1,1,0,16.919475085170482,0,0,16,157,95,19,2
39,0,0,1,20.427330147522163,0,0,12,75,50,23,2
24,0,1,2,18.966276437895736,1,1,12,162,71,0,0
36,0,1,1,7.732477979616133,0,1,19,36,16,38,2
41,1,0,0,19.57303067521219,0,0,12,122,10,12,0
25,1,3,2,4.57638621644807,0,1,6,20,92,34,1
22,1,1,2,16.83399289663567,0,0,6,61,25,35,2
48,1,2,2,2.824850377795781,0,0,19,14,85,10,1
22,0,3,0,15.963981565324026,0,1,12,151,52,36,0
46,1,2,2,1.649729873460564,0,0,17,141,9,20,0
28,1,3,3,1.5373113755975538,0,0,14,132,89,0,0
19,0,2,3,5.093655613975125,0,0,12,166,17,6,0
15,0,3,3,2.2946702499561717,0,1,9,134,32,9,2
27,1,0,2,22.322472724967792,0,0,1,130,48,49,1
39,1,1,4,10.84405507802369,1,0,13,11,61,34,1
25,0,0,3,3.747306901403735,0,0,13,136,31,35,0
37,0,2,0,5.464048709626221,0,0,12,138,59,23,0
43,0,0,1,10.196297051622576,0,2,0,54,48,22,1
15,0,0,2,16.466185847632477,0,2,1,100,63,27,1
48,0,2,4,4.3924179580959,1,2,5,58,49,48,2
42,1,3,3,6.774704121670908,0,0,2,174,44,33,2
40,1,3,3,21.15127343499241,0,0,19,152,8,28,0
19,0,1,0,7.148195612899272,0,2,5,46,67,47,2
39,1,3,2,21.392131795274,1,1,1,150,30,24,1
47,1,3,0,4.030466509844076,0,1,2,66,40,1,1
16,0,0,2,7.857498686515164,1,1,2,15,52,38,1
24,1,3,3,0.8741881074057289,0,2,8,45,19,21,0
38,0,3,4,2.834930756337429,0,2,8,56,27,38,2
38,1,1,0,23.43849462325908,0,0,5,169,36,28,2
25,0,3,3,21.695759513958144,0,0,2,151,53,17,2
19,1,3,4,2.031564788727766,1,0,6,20,53,20,2
49,1,0,0,7.172874926284554,0,0,2,72,91,43,2
24,1,3,4,18.440184616153932,0,2,6,58,22,16,2
18,0,3,2,5.402684228493114,1,2,13,28,93,39,2
41,0,3,3,14.36788738761947,0,2,5,95,15,19,2
18,1,3,4,10.225793748815692,1,0,9,116,63,15,1
20,1,3,4,6.505216717035756,1,2,11,57,77,34,2
36,1,3,0,23.29370516713653,0,0,10,15,87,17,1
16,0,3,3,6.856396324366026,0,1,1,16,4,24,1
38,1,1,1,15.989071202475609,0,0,15,114,16,41,0
18,1,1,0,3.893211445642698,0,0,0,169,30,11,1
36,0,1,4,5.579804684306055,0,0,6,112,94,16,2
49,0,0,3,1.0994661030117152,1,0,7,21,33,8,1
38,1,2,3,3.2461014370807613,0,0,12,97,91,15,2
20,1,0,4,12.917795815388562,1,2,3,54,12,13,1
28,1,3,2,17.683693357237146,0,1,1,111,58,13,1
37,0,3,1,1.980747129717555,0,0,12,138,22,42,0
22,1,0,2,0.8532253488429626,0,0,1,122,7,12,1
21,1,3,4,16.695723866799156,0,1,9,155,49,33,0
38,0,0,3,11.703357973177932,0,2,5,83,43,2,2
28,0,1,0,10.596044738503256,1,1,18,12,36,41,1
48,0,1,4,13.831368163105594,0,0,16,38,80,4,2
20,1,0,3,3.8272262740753016,0,1,8,151,18,15,2
46,0,3,1,20.693171289623844,1,2,11,86,16,15,2
18,1,0,2,15.37218490367399,1,2,11,131,21,26,0
15,0,3,4,7.538154879980977,0,2,12,69,25,47,2
43,0,3,1,7.112021467164593,0,2,13,175,85,4,0
27,1,0,0,13.985641315180231,0,0,19,32,20,48,2
22,1,1,2,7.741110468618129,1,1,2,155,53,13,2
22,1,1,4,12.912323064677718,0,2,15,135,10,14,0
27,1,0,3,23.47524348516673,0,2,12,131,65,30,0
32,1,1,0,17.077196440142593,0,0,4,136,59,19,2
20,1,3,0,8.233712080402697,0,1,10,139,21,17,2
20,0,3,1,23.22840878551584,0,0,4,99,3,31,2
40,0,2,3,1.764563516292112,0,0,14,101,7,40,2
45,0,3,4,6.900451588677495,0,2,1,109,10,16,1
49,1,3,4,5.211440127343552,0,0,14,86,2,26,1
26,1,3,2,22.91460335169846,1,0,0,165,95,4,1
37,1,3,3,16.584710061194613,0,2,10,22,93,42,2
37,0,1,0,18.879835299356515,0,0,2,46,65,26,1
47,0,1,1,11.905286040381531,0,0,15,46,14,38,2
29,1,3,1,13.966506357465716,0,0,0,74,70,31,1
19,1,1,3,20.816873698409,0,1,7,13,78,7,1
25,0,3,3,2.3790352171766207,0,0,5,34,84,14,1
24,1,3,0,19.36311420306672,0,2,7,130,29,47,2
23,0,1,3,2.957622315149933,1,0,8,142,24,12,2
49,1,2,2,5.134373932552684,0,0,14,153,59,4,0
32,1,1,2,2.443796405417719,0,2,7,55,31,21,2
36,0,0,4,2.639318106438277,0,0,14,83,16,31,2
23,1,3,1,16.022511625968264,0,0,10,148,77,42,0
30,1,0,4,17.937536150682156,0,0,8,98,82,4,2
18,1,0,0,14.050388496930037,0,0,8,81,33,11,2
26,1,3,1,0.3574909051609207,0,0,8,31,47,19,1
22,1,0,1,5.211498645415271,0,2,4,167,94,27,2
27,0,2,2,20.015713440969776,0,2,8,98,66,7,2
20,1,3,2,1.0175057987066791,0,1,1,178,96,45,2
31,1,1,3,22.815478139846416,0,2,0,146,92,4,1
15,1,0,4,4.891033170139676,0,0,16,37,24,49,2
41,1,3,1,21.42516061609161,0,0,9,118,71,49,2
19,1,1,2,11.45870810691676,0,1,15,135,73,21,0
23,0,1,2,1.124119198311524,0,0,11,29,19,49,2
40,1,3,2,3.421005920136432,0,0,5,44,84,20,1
41,0,1,2,12.281321065054588,0,0,12,136,47,42,0
31,0,3,2,22.080653315134374,0,1,1,75,3,3,1
23,1,1,4,22.31577950722758,1,0,0,24,55,43,1
36,0,2,4,12.078559001734543,0,0,9,91,12,26,2
42,1,3,4,7.605074806408953,0,2,7,150,48,21,2
38,1,0,1,7.06764742738273,0,0,12,63,36,41,2
43,1,0,4,7.921313835330787,0,0,10,23,34,12,1
22,0,2,2,15.952539938594107,0,0,18,30,40,27,2
21,1,0,0,1.2490482142329364,0,1,19,76,89,45,0
46,0,1,2,1.8725622007396887,0,1,18,165,12,17,0
39,1,1,2,15.418448291323744,0,0,2,171,50,36,2
32,0,3,4,1.1791316624534138,0,0,13,125,95,2,0
17,1,3,4,19.32678755084424,1,2,6,97,13,49,2
27,1,3,4,14.27801457760824,0,0,15,38,57,21,2
23,1,1,4,8.176808293886538,0,0,5,59,77,20,2
34,0,3,2,13.22604876618288,0,2,15,142,52,30,0
20,0,1,4,4.248057594428276,0,0,6,30,48,22,1
15,0,1,1,14.207189547437554,1,2,5,128,88,15,2
33,0,3,3,0.0457250259353809,0,0,14,14,4,2,1
38,1,1,1,6.861845418484999,0,0,6,152,15,16,0
40,1,3,0,4.1409504556423125,1,0,4,74,55,21,2
